region	det	energy_keV	half_width_keV	rate_ct_s_keV	rate_error_ct_s_keV	model_ct_s_keV	residual_sigma	lhb_ct_s_keV	halo_ct_s_keV	cxb_ct_s_keV	cx_ct_s_keV
inner	mos1	0.4325000047683716	0.002499997615814209	0.7529567813327198	0.0750975349206041	0.653008986235832	1.3309064698669044	0.10072377523537523	0.021845984698891194	0.02027057029134618	0.510168656010218
inner	mos1	0.4375	0.002499997615814209	0.6968085531016994	0.07241482975439609	0.6548353595193311	0.5796215184752295	0.09683064347860154	0.021972448218407013	0.020490948941953812	0.5155413188803695
inner	mos1	0.4424999952316284	0.002499997615814209	0.6685626153458248	0.07103549523433672	0.6529130625908703	0.22030609772380258	0.09117699369191617	0.022086659012467993	0.020702331607219175	0.5189470782792661
inner	mos1	0.44749999046325684	0.002499997615814209	0.6440344309921132	0.06962889374082418	0.6475761744239681	-0.05086600176412553	0.08439420498905144	0.02217373217739907	0.020898461281420845	0.5201097759760996
inner	mos1	0.45250000059604645	0.002500012516975403	0.6211271436054708	0.0685539870541024	0.6429235122339064	-0.3179445801049329	0.07761388564916724	0.02224504351131453	0.021074476686098492	0.5219901063873247
inner	mos1	0.45750001072883606	0.002499997615814209	0.7342659423664374	0.07410304625577933	0.6427135010504442	1.2354747333865905	0.07175211314452522	0.022333006736574054	0.021227371251096958	0.5274010099182472
inner	mos1	0.4625000059604645	0.002499997615814209	0.6419885582003131	0.069628693647199	0.6482344442249619	-0.08970276042081216	0.06719903647565542	0.022449094063699312	0.021353909183294	0.5372324045023137
inner	mos1	0.4675000011920929	0.002499997615814209	0.7217324687666444	0.07343253549186285	0.6590680664115883	0.8533601888498052	0.06394832557036086	0.02260308653934613	0.02145108732997276	0.5510655669719089
inner	mos1	0.4724999964237213	0.002499997615814209	0.5869739943981063	0.06672628835826774	0.6755606049210097	-1.3276118408874011	0.06195388679337103	0.022806814500208095	0.02151467240852851	0.5692852312189026
inner	mos1	0.47749999165534973	0.002499997615814209	0.6376612707216439	0.06927279981656903	0.6969503408631481	-0.8558780690039776	0.06098913330428524	0.023058295482679722	0.02153983076392373	0.5913630813122558
inner	mos1	0.48250000178813934	0.002500012516975403	0.7935192632767412	0.07672620606404834	0.7214322043864736	0.9395363408180488	0.060711303076124636	0.023351946812044277	0.021521076798415195	0.6158478776998891
inner	mos1	0.48750001192092896	0.002499997615814209	0.6040518516428688	0.06746348440586067	0.7474342921714013	-2.1253340498386217	0.060897285635915135	0.023662193165804205	0.02145265947076158	0.6414221538989195
inner	mos1	0.4925000071525574	0.002499997615814209	0.921316330603092	0.08232495190342771	0.7742061947824441	1.7869446919716059	0.06146035653523773	0.02397972547628644	0.021328142472762913	0.6674379702981567
inner	mos1	0.4975000023841858	0.002499997615814209	0.7227793644873305	0.07343214741642028	0.8017760180397464	-1.0757775215865655	0.06241181578371244	0.024306448679367085	0.021142314265255042	0.6939154393114116
inner	mos1	0.5024999976158142	0.002499997615814209	0.8578174928728456	0.07957522326687405	0.8304366846088048	0.34408710575919904	0.06377725508056103	0.024653018733425344	0.020891331415518872	0.7211150793792993
inner	mos1	0.5074999928474426	0.002499997615814209	0.8158422650437206	0.07768763564309326	0.8543497913275825	-0.49567123474796293	0.06544757059803447	0.024952008408011612	0.02057466527911021	0.7433755470424261
inner	mos1	0.512499988079071	0.002499997615814209	0.8866530433181562	0.08080894673200675	0.867787728816813	0.23345576528682868	0.0674426775888951	0.02514006449093393	0.020194349295279062	0.7550106374417048
inner	mos1	0.5174999833106995	0.002499997615814209	0.851846010145811	0.07926373971011454	0.8772182666510262	-0.32009916007000594	0.0700485450808328	0.02530277996689377	0.019754681150992007	0.7621122604523083
inner	mos1	0.5224999785423279	0.002499997615814209	1.0006264613503935	0.08556613789312272	0.8903488630627061	1.2887995298494217	0.07352603137579526	0.025543579090953186	0.019264141592835286	0.7720151110031239
inner	mos1	0.5274999737739563	0.002499997615814209	0.9869388485628534	0.08498587981556471	0.9136967700457517	0.8618146764621462	0.0780035763175403	0.025965160821742737	0.018734679829583115	0.790993353076885
inner	mos1	0.5324999988079071	0.0025000274181365967	1.1349369522766803	0.09089128759355426	0.9507420753093939	2.026540517183178	0.08342901813333302	0.026629453725547897	0.018180181346754448	0.8225034221037624
inner	mos1	0.5375000238418579	0.002499997615814209	1.0700849832488004	0.08840932118627966	1.001240877154037	0.7786973723020432	0.08960815724027774	0.027544062253686167	0.017619660734281437	0.8664689969257948
inner	mos1	0.5425000190734863	0.002499997615814209	1.1631444327770262	0.09197472916198345	1.0613244939438458	1.1070425513714517	0.096163098810239	0.028666655723979487	0.017087174241441332	0.9194075651681841
inner	mos1	0.5475000143051147	0.002499997615814209	1.2906346762710192	0.09669403672717908	1.1247426722126754	1.7156384165282692	0.10261420647476968	0.029919541982903315	0.016630327771876636	0.9755785959831242
inner	mos1	0.5525000095367432	0.002499997615814209	1.2210626393577702	0.09410135672116585	1.184017288470216	0.39367499235238607	0.10838658881377264	0.03120445616141603	0.016282735668412013	1.0281435078266212
inner	mos1	0.5575000047683716	0.002499997615814209	1.1291712102666318	0.09061980089070956	1.232430737680912	-1.1394808463419004	0.11297938532774963	0.03241768484650627	0.01605852198723299	1.070975145519422
inner	mos1	0.5625	0.002499997615814209	1.1078775179901892	0.08979730249057088	1.2640854638292014	-1.7395616739758384	0.115871930976487	0.03346351453517322	0.0159538160407001	1.0987962022768416
inner	mos1	0.5674999952316284	0.002499997615814209	1.143530931750199	0.09116433327610225	1.2654379195280698	-1.3372223916634238	0.11602344131471486	0.034173736811379564	0.015953133194211336	1.0992876082077587
inner	mos1	0.5724999904632568	0.002499997615814209	0.9054161627110607	0.08141870182109685	1.2222264902272824	-3.8911247714604453	0.11240142232800948	0.03438884237404775	0.016033749340370062	1.0594024761848546
inner	mos1	0.5774999856948853	0.002499997615814209	1.1446700728835724	0.09116416155870885	1.1347361394996105	0.10896752862213853	0.10447239051258324	0.03399415207850051	0.01617022219561806	0.9800993747129105
inner	mos1	0.5824999809265137	0.002499997615814209	0.9400984122051705	0.08292364232018072	1.0130090945604846	-0.8792508422844584	0.09236165225393951	0.03299266362374661	0.01633980945322387	0.8713149692295731
inner	mos1	0.5874999761581421	0.002499997615814209	0.8498850111827284	0.07895095443861232	0.8771110433742253	-0.34484741045994916	0.07783805932621347	0.03173587589464756	0.016524522152602812	0.7510125860007628
