mjd_utc	longitude_deg	radius_au
60995.749199273	-194.224644186	1.511796590
60995.790865940	-194.280397592	1.512467514
60995.832532606	-194.336101223	1.513139652
60995.874199273	-194.391755056	1.513813002
60995.915865940	-194.447359069	1.514487561
60995.957532606	-194.502913240	1.515163329
60995.999199273	-194.558417550	1.515840303
60996.040865940	-194.613871978	1.516518483
60996.082532606	-194.669276502	1.517197865
60996.124199273	-194.724631104	1.517878449
60996.165865940	-194.779935764	1.518560232
60996.207532606	-194.835190463	1.519243213
60996.249199273	-194.890395182	1.519927391
60996.290865940	-194.945549902	1.520612763
60996.332532606	-195.000654606	1.521299328
60996.374199273	-195.055709275	1.521987084
60996.415865940	-195.110713893	1.522676030
60996.457532606	-195.165668442	1.523366163
60996.499199273	-195.220572906	1.524057482
60996.540865940	-195.275427268	1.524749986
60996.582532606	-195.330231512	1.525443672
60996.624199273	-195.384985623	1.526138538
60996.665865940	-195.439689585	1.526834584
60996.707532606	-195.494343384	1.527531808
60996.749199273	-195.548947005	1.528230207
60996.790865940	-195.603500433	1.528929780
60996.832532606	-195.658003655	1.529630525
60996.874199273	-195.712456657	1.530332441
60996.915865940	-195.766859425	1.531035526
60996.957532606	-195.821211948	1.531739778
60996.999199273	-195.875514211	1.532445195
60997.040865940	-195.929766204	1.533151776
60997.082532606	-195.983967914	1.533859519
60997.124199273	-196.038119329	1.534568423
60997.165865940	-196.092220439	1.535278485
60997.207532606	-196.146271232	1.535989704
60997.249199273	-196.200271697	1.536702078
60997.290865940	-196.254221825	1.537415605
60997.332532606	-196.308121606	1.538130285
60997.374199273	-196.361971030	1.538846114
60997.415865940	-196.415770087	1.539563092
60997.457532606	-196.469518769	1.540281216
60997.499199273	-196.523217067	1.541000486
60997.540865940	-196.576864973	1.541720898
60997.582532606	-196.630462478	1.542442453
60997.624199273	-196.684009575	1.543165147
60997.665865940	-196.737506257	1.543888979
60997.707532606	-196.790952517	1.544613947
60997.749199273	-196.844348348	1.545340051
