mjd_utc	longitude_deg	radius_au
60990.165865941	48.585061630	0.980668791
60990.207532608	48.626840333	0.980658689
60990.249199274	48.668620027	0.980648591
60990.290865941	48.710400712	0.980638497
60990.332532608	48.752182387	0.980628408
60990.374199274	48.793965054	0.980618322
60990.415865941	48.835748711	0.980608240
60990.457532607	48.877533359	0.980598163
60990.499199274	48.919318996	0.980588089
60990.540865941	48.961105625	0.980578019
60990.582532607	49.002893243	0.980567954
60990.624199274	49.044681851	0.980557893
60990.665865941	49.086471449	0.980547835
60990.707532607	49.128262036	0.980537782
60990.749199274	49.170053613	0.980527733
60990.790865941	49.211846179	0.980517688
60990.832532607	49.253639734	0.980507647
60990.874199274	49.295434279	0.980497610
60990.915865941	49.337229812	0.980487577
60990.957532607	49.379026333	0.980477549
60990.999199274	49.420823844	0.980467524
60991.040865941	49.462622342	0.980457504
60991.082532607	49.504421829	0.980447488
60991.124199274	49.546222304	0.980437476
60991.165865941	49.588023767	0.980427468
60991.207532607	49.629826217	0.980417464
60991.249199274	49.671629656	0.980407464
60991.290865941	49.713434081	0.980397469
60991.332532607	49.755239494	0.980387477
60991.374199274	49.797045894	0.980377490
60991.415865941	49.838853281	0.980367507
60991.457532607	49.880661654	0.980357528
60991.499199274	49.922471015	0.980347554
60991.540865941	49.964281362	0.980337583
60991.582532607	50.006092695	0.980327617
60991.624199274	50.047905014	0.980317655
60991.665865941	50.089718319	0.980307697
60991.707532607	50.131532610	0.980297743
60991.749199274	50.173347886	0.980287794
60991.790865941	50.215164149	0.980277849
60991.832532607	50.256981396	0.980267908
60991.874199274	50.298799628	0.980257971
60991.915865941	50.340618846	0.980248038
60991.957532607	50.382439048	0.980238110
60991.999199274	50.424260235	0.980228186
60992.040865941	50.466082406	0.980218266
60992.082532607	50.507905562	0.980208351
60992.124199274	50.549729702	0.980198439
60992.165865941	50.591554826	0.980188532
60992.207532607	50.633380933	0.980178630
60992.249199274	50.675208024	0.980168731
60992.290865941	50.717036099	0.980158837
60992.332532607	50.758865157	0.980148947
60992.374199274	50.800695198	0.980139062
60992.415865941	50.842526221	0.980129180
60992.457532607	50.884358228	0.980119303
60992.499199274	50.926191217	0.980109431
60992.540865941	50.968025188	0.980099562
60992.582532607	51.009860142	0.980089698
60992.624199274	51.051696078	0.980079839
60992.665865941	51.093532995	0.980069983
60992.707532607	51.135370894	0.980060132
60992.749199274	51.177209775	0.980050286
60992.790865941	51.219049637	0.980040444
60992.832532607	51.260890479	0.980030606
60992.874199274	51.302732303	0.980020772
60992.915865941	51.344575108	0.980010943
60992.957532607	51.386418893	0.980001118
60992.999199274	51.428263659	0.979991298
60993.040865941	51.470109404	0.979981482
60993.082532607	51.511956130	0.979971670
60993.124199274	51.553803836	0.979961863
60993.165865941	51.595652521	0.979952060
60993.207532607	51.637502185	0.979942261
60993.249199274	51.679352829	0.979932467
60993.290865941	51.721204452	0.979922678
60993.332532607	51.763057054	0.979912893
60993.374199274	51.804910634	0.979903112
60993.415865941	51.846765193	0.979893336
60993.457532607	51.888620730	0.979883564
60993.499199274	51.930477245	0.979873796
60993.540865941	51.972334738	0.979864033
60993.582532607	52.014193208	0.979854275
60993.624199274	52.056052657	0.979844521
60993.665865941	52.097913082	0.979834771
60993.707532607	52.139774485	0.979825026
60993.749199274	52.181636864	0.979815286
60993.790865941	52.223500220	0.979805549
60993.832532607	52.265364553	0.979795818
60993.874199274	52.307229861	0.979786091
60993.915865941	52.349096146	0.979776368
60993.957532607	52.390963407	0.979766650
60993.999199274	52.432831644	0.979756936
60994.040865941	52.474700855	0.979747227
60994.082532607	52.516571043	0.979737523
60994.124199274	52.558442205	0.979727823
60994.165865941	52.600314342	0.979718128
60994.207532607	52.642187453	0.979708437
60994.249199274	52.684061540	0.979698750
60994.290865941	52.725936600	0.979689069
60994.332532607	52.767812634	0.979679391
60994.374199274	52.809689642	0.979669719
60994.415865941	52.851567624	0.979660051
60994.457532607	52.893446579	0.979650387
