mjd	ra_deg	dec_deg	r_au	delta_au
61013.19071759	177.5227703	1.5164368	1.878740	1.878703
61013.19141204	177.5220988	1.5166634	1.878757	1.878697
61013.19210648	177.5214272	1.5168900	1.878774	1.878690
61013.19280093	177.5207557	1.5171165	1.878792	1.878684
61013.19349537	177.5200842	1.5173430	1.878809	1.878678
61013.19418981	177.5194127	1.5175694	1.878826	1.878671
61013.19488426	177.5187412	1.5177959	1.878844	1.878665
61013.19557870	177.5180696	1.5180223	1.878861	1.878658
61013.19627315	177.5173981	1.5182486	1.878878	1.878652
61013.19696759	177.5167266	1.5184750	1.878896	1.878645
61013.19766204	177.5160551	1.5187013	1.878913	1.878639
61013.19835648	177.5153835	1.5189276	1.878930	1.878632
61013.19905093	177.5147120	1.5191538	1.878948	1.878626
61013.19974537	177.5140404	1.5193801	1.878965	1.878619
61013.20043981	177.5133689	1.5196063	1.878983	1.878613
61013.20113426	177.5126974	1.5198324	1.879000	1.878607
61013.20182870	177.5120258	1.5200586	1.879017	1.878600
61013.20252315	177.5113543	1.5202847	1.879035	1.878594
61013.20321759	177.5106827	1.5205108	1.879052	1.878587
61013.20391204	177.5100112	1.5207368	1.879069	1.878581
61013.20460648	177.5093396	1.5209628	1.879087	1.878574
61013.20530093	177.5086680	1.5211888	1.879104	1.878568
61013.20599537	177.5079965	1.5214148	1.879121	1.878561
61013.20668982	177.5073249	1.5216407	1.879139	1.878555
61013.20738426	177.5066533	1.5218666	1.879156	1.878548
61013.20807870	177.5059818	1.5220925	1.879173	1.878542
61013.20877315	177.5053102	1.5223184	1.879191	1.878536
61013.20946759	177.5046386	1.5225442	1.879208	1.878529
61013.21016204	177.5039671	1.5227700	1.879226	1.878523
61013.21085648	177.5032955	1.5229957	1.879243	1.878516
61013.21155093	177.5026239	1.5232215	1.879260	1.878510
61013.21224537	177.5019523	1.5234472	1.879278	1.878503
61013.21293982	177.5012808	1.5236728	1.879295	1.878497
61013.21363426	177.5006092	1.5238985	1.879312	1.878491
61013.21432870	177.4999376	1.5241241	1.879330	1.878484
61013.21502315	177.4992660	1.5243497	1.879347	1.878478
61013.21571759	177.4985944	1.5245752	1.879364	1.878471
61013.21641204	177.4979228	1.5248008	1.879382	1.878465
61013.21710648	177.4972512	1.5250262	1.879399	1.878458
61013.21780093	177.4965796	1.5252517	1.879416	1.878452
61013.21849537	177.4959080	1.5254771	1.879434	1.878445
61013.21918982	177.4952365	1.5257025	1.879451	1.878439
61013.21988426	177.4945649	1.5259279	1.879469	1.878433
61013.22057870	177.4938933	1.5261533	1.879486	1.878426
61013.22127315	177.4932217	1.5263786	1.879503	1.878420
61013.22196759	177.4925501	1.5266039	1.879521	1.878413
61013.22266204	177.4918785	1.5268291	1.879538	1.878407
61013.22335648	177.4912069	1.5270544	1.879555	1.878400
61013.22405093	177.4905353	1.5272795	1.879573	1.878394
61013.22474537	177.4898637	1.5275047	1.879590	1.878388
61013.22543981	177.4891921	1.5277298	1.879607	1.878381
61013.22613426	177.4885204	1.5279550	1.879625	1.878375
61013.22682870	177.4878488	1.5281800	1.879642	1.878368
61013.22752315	177.4871772	1.5284051	1.879659	1.878362
61013.22821759	177.4865056	1.5286301	1.879677	1.878355
61013.22891204	177.4858340	1.5288551	1.879694	1.878349
61013.22960648	177.4851624	1.5290800	1.879712	1.878343
61013.23030093	177.4844908	1.5293050	1.879729	1.878336
61013.23099537	177.4838192	1.5295299	1.879746	1.878330
61013.23168981	177.4831476	1.5297547	1.879764	1.878323
61013.23238426	177.4824760	1.5299796	1.879781	1.878317
61013.23307870	177.4818043	1.5302044	1.879798	1.878310
61013.23377315	177.4811327	1.5304291	1.879816	1.878304
61013.23446759	177.4804611	1.5306539	1.879833	1.878298
61013.23516204	177.4797895	1.5308786	1.879850	1.878291
61013.23585648	177.4791179	1.5311033	1.879868	1.878285
61013.23655093	177.4784463	1.5313279	1.879885	1.878278
61013.23724537	177.4777746	1.5315526	1.879903	1.878272
61013.23793982	177.4771030	1.5317772	1.879920	1.878266
61013.23863426	177.4764314	1.5320017	1.879937	1.878259
61013.23932870	177.4757598	1.5322262	1.879955	1.878253
61013.24002315	177.4750882	1.5324508	1.879972	1.878246
61013.24071759	177.4744166	1.5326752	1.879989	1.878240
61013.24141204	177.4737450	1.5328997	1.880007	1.878233
61013.24210648	177.4730733	1.5331241	1.880024	1.878227
61013.24280093	177.4724017	1.5333485	1.880041	1.878221
61013.24349537	177.4717301	1.5335728	1.880059	1.878214
61013.24418982	177.4710585	1.5337971	1.880076	1.878208
61013.24488426	177.4703869	1.5340214	1.880094	1.878201
61013.24557870	177.4697153	1.5342457	1.880111	1.878195
61013.24627315	177.4690436	1.5344699	1.880128	1.878189
61013.24696759	177.4683720	1.5346941	1.880146	1.878182
61013.24766204	177.4677004	1.5349183	1.880163	1.878176
61013.24835648	177.4670288	1.5351424	1.880180	1.878169
61013.24905093	177.4663572	1.5353665	1.880198	1.878163
61013.24974537	177.4656856	1.5355906	1.880215	1.878157
61013.25043982	177.4650139	1.5358146	1.880233	1.878150
61013.25113426	177.4643423	1.5360386	1.880250	1.878144
61013.25182870	177.4636707	1.5362626	1.880267	1.878137
61013.25252315	177.4629991	1.5364866	1.880285	1.878131
61013.25321759	177.4623275	1.5367105	1.880302	1.878125
61013.25391204	177.4616559	1.5369344	1.880319	1.878118
61013.25460648	177.4609843	1.5371582	1.880337	1.878112
61013.25530093	177.4603127	1.5373821	1.880354	1.878105
61013.25599537	177.4596411	1.5376059	1.880371	1.878099
61013.25668981	177.4589695	1.5378296	1.880389	1.878092
61013.25738426	177.4582979	1.5380534	1.880406	1.878086
61013.25807870	177.4576263	1.5382771	1.880424	1.878080
61013.25877315	177.4569546	1.5385007	1.880441	1.878073
61013.25946759	177.4562830	1.5387244	1.880458	1.878067
61013.26016204	177.4556114	1.5389480	1.880476	1.878060
61013.26085648	177.4549398	1.5391716	1.880493	1.878054
61013.26155093	177.4542682	1.5393951	1.880510	1.878048
61013.26224537	177.4535966	1.5396186	1.880528	1.878041
61013.26293981	177.4529251	1.5398421	1.880545	1.878035
61013.26363426	177.4522535	1.5400656	1.880563	1.878029
61013.26432870	177.4515819	1.5402890	1.880580	1.878022
61013.26502315	177.4509103	1.5405124	1.880597	1.878016
61013.26571759	177.4502387	1.5407358	1.880615	1.878009
61013.26641204	177.4495671	1.5409591	1.880632	1.878003
61013.26710648	177.4488955	1.5411824	1.880649	1.877997
61013.26780093	177.4482239	1.5414057	1.880667	1.877990
61013.26849537	177.4475523	1.5416289	1.880684	1.877984
61013.26918982	177.4468808	1.5418521	1.880701	1.877977
61013.26988426	177.4462092	1.5420753	1.880719	1.877971
61013.27057870	177.4455376	1.5422984	1.880736	1.877965
61013.27127315	177.4448660	1.5425215	1.880754	1.877958
61013.27196759	177.4441944	1.5427446	1.880771	1.877952
61013.27266204	177.4435229	1.5429676	1.880788	1.877945
61013.27335648	177.4428513	1.5431907	1.880806	1.877939
61013.27405093	177.4421797	1.5434136	1.880823	1.877933
61013.27474537	177.4415082	1.5436366	1.880840	1.877926
61013.27543982	177.4408366	1.5438595	1.880858	1.877920
61013.27613426	177.4401650	1.5440824	1.880875	1.877914
61013.27682870	177.4394935	1.5443053	1.880893	1.877907
61013.27752315	177.4388219	1.5445281	1.880910	1.877901
61013.27821759	177.4381504	1.5447509	1.880927	1.877894
61013.27891204	177.4374788	1.5449736	1.880945	1.877888
61013.27960648	177.4368073	1.5451964	1.880962	1.877882
61013.28030093	177.4361357	1.5454191	1.880979	1.877875
61013.28099537	177.4354642	1.5456417	1.880997	1.877869
61013.28168982	177.4347926	1.5458644	1.881014	1.877862
61013.28238426	177.4341211	1.5460870	1.881032	1.877856
61013.28307870	177.4334496	1.5463095	1.881049	1.877850
61013.28377315	177.4327780	1.5465321	1.881066	1.877843
61013.28446759	177.4321065	1.5467546	1.881084	1.877837
61013.28516204	177.4314350	1.5469771	1.881101	1.877831
61013.28585648	177.4307635	1.5471995	1.881118	1.877824
61013.28655093	177.4300919	1.5474219	1.881136	1.877818
61013.28724537	177.4294204	1.5476443	1.881153	1.877811
61013.28793981	177.4287489	1.5478666	1.881171	1.877805
61013.28863426	177.4280774	1.5480890	1.881188	1.877799
61013.28932870	177.4274059	1.5483112	1.881205	1.877792
61013.29002315	177.4267344	1.5485335	1.881223	1.877786
61013.29071759	177.4260629	1.5487557	1.881240	1.877780
61013.29141204	177.4253914	1.5489779	1.881257	1.877773
61013.29210648	177.4247199	1.5492000	1.881275	1.877767
61013.29280093	177.4240484	1.5494222	1.881292	1.877760
61013.29349537	177.4233769	1.5496443	1.881310	1.877754
61013.29418981	177.4227054	1.5498663	1.881327	1.877748
61013.29488426	177.4220339	1.5500883	1.881344	1.877741
61013.29557870	177.4213625	1.5503103	1.881362	1.877735
61013.29627315	177.4206910	1.5505323	1.881379	1.877729
61013.29696759	177.4200195	1.5507542	1.881396	1.877722
61013.29766204	177.4193481	1.5509761	1.881414	1.877716
61013.29835648	177.4186766	1.5511980	1.881431	1.877710
61013.29905093	177.4180051	1.5514198	1.881449	1.877703
61013.29974537	177.4173337	1.5516416	1.881466	1.877697
61013.30043982	177.4166622	1.5518634	1.881483	1.877690
61013.30113426	177.4159908	1.5520851	1.881501	1.877684
61013.30182870	177.4153193	1.5523068	1.881518	1.877678
61013.30252315	177.4146479	1.5525285	1.881536	1.877671
61013.30321759	177.4139765	1.5527501	1.881553	1.877665
61013.30391204	177.4133050	1.5529717	1.881570	1.877659
61013.30460648	177.4126336	1.5531933	1.881588	1.877652
61013.30530093	177.4119622	1.5534148	1.881605	1.877646
61013.30599537	177.4112908	1.5536363	1.881622	1.877640
61013.30668982	177.4106194	1.5538578	1.881640	1.877633
61013.30738426	177.4099480	1.5540792	1.881657	1.877627
61013.30807870	177.4092766	1.5543006	1.881675	1.877621
61013.30877315	177.4086052	1.5545220	1.881692	1.877614
61013.30946759	177.4079338	1.5547433	1.881709	1.877608
61013.31016204	177.4072624	1.5549646	1.881727	1.877601
61013.31085648	177.4065910	1.5551859	1.881744	1.877595
61013.31155093	177.4059196	1.5554071	1.881761	1.877589
61013.31224537	177.4052483	1.5556284	1.881779	1.877582
61013.31293982	177.4045769	1.5558495	1.881796	1.877576
61013.31363426	177.4039055	1.5560707	1.881814	1.877570
61013.31432870	177.4032342	1.5562918	1.881831	1.877563
61013.31502315	177.4025628	1.5565128	1.881848	1.877557
61013.31571759	177.4018915	1.5567339	1.881866	1.877551
61013.31641204	177.4012201	1.5569549	1.881883	1.877544
61013.31710648	177.4005488	1.5571759	1.881901	1.877538
61013.31780093	177.3998775	1.5573968	1.881918	1.877532
61013.31849537	177.3992061	1.5576177	1.881935	1.877525
61013.31918981	177.3985348	1.5578386	1.881953	1.877519
61013.31988426	177.3978635	1.5580594	1.881970	1.877513
61013.32057870	177.3971922	1.5582802	1.881987	1.877506
61013.32127315	177.3965209	1.5585010	1.882005	1.877500
61013.32196759	177.3958496	1.5587218	1.882022	1.877494
61013.32266204	177.3951783	1.5589425	1.882040	1.877487
61013.32335648	177.3945070	1.5591631	1.882057	1.877481
61013.32405093	177.3938358	1.5593838	1.882074	1.877475
61013.32474537	177.3931645	1.5596044	1.882092	1.877468
61013.32543981	177.3924932	1.5598250	1.882109	1.877462
61013.32613426	177.3918220	1.5600455	1.882127	1.877456
61013.32682870	177.3911507	1.5602660	1.882144	1.877449
61013.32752315	177.3904795	1.5604865	1.882161	1.877443
61013.32821759	177.3898082	1.5607069	1.882179	1.877436
61013.32891204	177.3891370	1.5609273	1.882196	1.877430
61013.32960648	177.3884658	1.5611477	1.882213	1.877424
61013.33030093	177.3877945	1.5613680	1.882231	1.877417
61013.33099537	177.3871233	1.5615883	1.882248	1.877411
61013.33168982	177.3864521	1.5618086	1.882266	1.877405
61013.33238426	177.3857809	1.5620288	1.882283	1.877398
61013.33307870	177.3851097	1.5622491	1.882300	1.877392
61013.33377315	177.3844385	1.5624692	1.882318	1.877386
61013.33446759	177.3837673	1.5626894	1.882335	1.877379
61013.33516204	177.3830962	1.5629095	1.882353	1.877373
61013.33585648	177.3824250	1.5631295	1.882370	1.877367
61013.33655093	177.3817538	1.5633496	1.882387	1.877360
61013.33724537	177.3810827	1.5635696	1.882405	1.877354
61013.33793982	177.3804115	1.5637895	1.882422	1.877348
61013.33863426	177.3797404	1.5640094	1.882439	1.877341
61013.33932870	177.3790693	1.5642293	1.882457	1.877335
61013.34002315	177.3783982	1.5644492	1.882474	1.877329
61013.34071759	177.3777270	1.5646690	1.882492	1.877323
61013.34141204	177.3770559	1.5648888	1.882509	1.877316
61013.34210648	177.3763848	1.5651086	1.882526	1.877310
61013.34280093	177.3757137	1.5653283	1.882544	1.877304
61013.34349537	177.3750426	1.5655480	1.882561	1.877297
61013.34418982	177.3743716	1.5657677	1.882579	1.877291
61013.34488426	177.3737005	1.5659873	1.882596	1.877285
61013.34557870	177.3730294	1.5662069	1.882613	1.877278
61013.34627315	177.3723584	1.5664264	1.882631	1.877272
61013.34696759	177.3716873	1.5666459	1.882648	1.877266
61013.34766204	177.3710163	1.5668654	1.882666	1.877259
61013.34835648	177.3703453	1.5670849	1.882683	1.877253
61013.34905093	177.3696742	1.5673043	1.882700	1.877247
61013.34974537	177.3690032	1.5675237	1.882718	1.877240
61013.35043981	177.3683322	1.5677430	1.882735	1.877234
61013.35113426	177.3676612	1.5679623	1.882752	1.877228
61013.35182870	177.3669902	1.5681816	1.882770	1.877221
61013.35252315	177.3663193	1.5684009	1.882787	1.877215
61013.35321759	177.3656483	1.5686201	1.882805	1.877209
61013.35391204	177.3649773	1.5688392	1.882822	1.877202
61013.35460648	177.3643064	1.5690584	1.882839	1.877196
61013.35530093	177.3636354	1.5692775	1.882857	1.877190
61013.35599537	177.3629645	1.5694965	1.882874	1.877183
61013.35668981	177.3622936	1.5697156	1.882892	1.877177
61013.35738426	177.3616227	1.5699346	1.882909	1.877171
61013.35807870	177.3609517	1.5701535	1.882926	1.877165
61013.35877315	177.3602808	1.5703725	1.882944	1.877158
61013.35946759	177.3596100	1.5705914	1.882961	1.877152
61013.36016204	177.3589391	1.5708102	1.882979	1.877146
61013.36085648	177.3582682	1.5710290	1.882996	1.877139
61013.36155093	177.3575973	1.5712478	1.883013	1.877133
61013.36224537	177.3569265	1.5714666	1.883031	1.877127
61013.36293982	177.3562557	1.5716853	1.883048	1.877120
61013.36363426	177.3555848	1.5719040	1.883066	1.877114
61013.36432870	177.3549140	1.5721226	1.883083	1.877108
61013.36502315	177.3542432	1.5723412	1.883100	1.877101
61013.36571759	177.3535724	1.5725598	1.883118	1.877095
61013.36641204	177.3529016	1.5727784	1.883135	1.877089
61013.36710648	177.3522308	1.5729969	1.883153	1.877083
61013.36780093	177.3515600	1.5732153	1.883170	1.877076
61013.36849537	177.3508893	1.5734338	1.883187	1.877070
61013.36918982	177.3502185	1.5736522	1.883205	1.877064
61013.36988426	177.3495478	1.5738705	1.883222	1.877057
61013.37057870	177.3488770	1.5740889	1.883240	1.877051
61013.37127315	177.3482063	1.5743072	1.883257	1.877045
61013.37196759	177.3475356	1.5745254	1.883274	1.877038
61013.37266204	177.3468649	1.5747436	1.883292	1.877032
61013.37335648	177.3461942	1.5749618	1.883309	1.877026
61013.37405093	177.3455235	1.5751800	1.883326	1.877019
61013.37474537	177.3448529	1.5753981	1.883344	1.877013
61013.37543982	177.3441822	1.5756162	1.883361	1.877007
61013.37613426	177.3435116	1.5758342	1.883379	1.877001
61013.37682870	177.3428409	1.5760522	1.883396	1.876994
61013.37752315	177.3421703	1.5762702	1.883413	1.876988
61013.37821759	177.3414997	1.5764881	1.883431	1.876982
61013.37891204	177.3408291	1.5767060	1.883448	1.876975
61013.37960648	177.3401585	1.5769239	1.883466	1.876969
61013.38030093	177.3394879	1.5771417	1.883483	1.876963
61013.38099537	177.3388173	1.5773595	1.883500	1.876957
61013.38168981	177.3381468	1.5775773	1.883518	1.876950
61013.38238426	177.3374762	1.5777950	1.883535	1.876944
61013.38307870	177.3368057	1.5780127	1.883553	1.876938
61013.38377315	177.3361352	1.5782303	1.883570	1.876931
61013.38446759	177.3354647	1.5784480	1.883587	1.876925
61013.38516204	177.3347942	1.5786655	1.883605	1.876919
61013.38585648	177.3341237	1.5788831	1.883622	1.876912
61013.38655093	177.3334532	1.5791006	1.883640	1.876906
61013.38724537	177.3327828	1.5793180	1.883657	1.876900
61013.38793981	177.3321123	1.5795355	1.883674	1.876894
61013.38863426	177.3314419	1.5797529	1.883692	1.876887
61013.38932870	177.3307715	1.5799702	1.883709	1.876881
61013.39002315	177.3301010	1.5801876	1.883727	1.876875
61013.39071759	177.3294306	1.5804048	1.883744	1.876868
61013.39141204	177.3287603	1.5806221	1.883761	1.876862
61013.39210648	177.3280899	1.5808393	1.883779	1.876856
61013.39280093	177.3274195	1.5810565	1.883796	1.876850
61013.39349537	177.3267492	1.5812736	1.883814	1.876843
61013.39418982	177.3260788	1.5814907	1.883831	1.876837
61013.39488426	177.3254085	1.5817078	1.883848	1.876831
61013.39557870	177.3247382	1.5819248	1.883866	1.876825
61013.39627315	177.3240679	1.5821418	1.883883	1.876818
61013.39696759	177.3233976	1.5823588	1.883901	1.876812
61013.39766204	177.3227274	1.5825757	1.883918	1.876806
61013.39835648	177.3220571	1.5827926	1.883935	1.876799
61013.39905093	177.3213869	1.5830094	1.883953	1.876793
61013.39974537	177.3207166	1.5832262	1.883970	1.876787
61013.40043982	177.3200464	1.5834430	1.883988	1.876781
61013.40113426	177.3193762	1.5836598	1.884005	1.876774
61013.40182870	177.3187060	1.5838765	1.884022	1.876768
61013.40252315	177.3180359	1.5840931	1.884040	1.876762
61013.40321759	177.3173657	1.5843097	1.884057	1.876755
61013.40391204	177.3166956	1.5845263	1.884075	1.876749
61013.40460648	177.3160254	1.5847429	1.884092	1.876743
61013.40530093	177.3153553	1.5849594	1.884110	1.876737
61013.40599537	177.3146852	1.5851759	1.884127	1.876730
61013.40668982	177.3140151	1.5853923	1.884144	1.876724
61013.40738426	177.3133451	1.5856087	1.884162	1.876718
61013.40807870	177.3126750	1.5858251	1.884179	1.876712
61013.40877315	177.3120050	1.5860414	1.884197	1.876705
61013.40946759	177.3113349	1.5862577	1.884214	1.876699
61013.41016204	177.3106649	1.5864740	1.884231	1.876693
61013.41085648	177.3099949	1.5866902	1.884249	1.876686
61013.41155093	177.3093249	1.5869064	1.884266	1.876680
61013.41224537	177.3086550	1.5871225	1.884284	1.876674
61013.41293981	177.3079850	1.5873386	1.884301	1.876668
61013.41363426	177.3073151	1.5875547	1.884318	1.876661
61013.41432870	177.3066451	1.5877707	1.884336	1.876655
61013.41502315	177.3059752	1.5879867	1.884353	1.876649
61013.41571759	177.3053054	1.5882027	1.884371	1.876643
61013.41641204	177.3046355	1.5884186	1.884388	1.876636
61013.41710648	177.3039656	1.5886345	1.884405	1.876630
61013.41780093	177.3032958	1.5888503	1.884423	1.876624
61013.41849537	177.3026259	1.5890661	1.884440	1.876618
61013.41918981	177.3019561	1.5892819	1.884458	1.876611
61013.41988426	177.3012863	1.5894976	1.884475	1.876605
61013.42057870	177.3006166	1.5897133	1.884492	1.876599
61013.42127315	177.2999468	1.5899289	1.884510	1.876592
61013.42196759	177.2992771	1.5901446	1.884527	1.876586
61013.42266204	177.2986073	1.5903601	1.884545	1.876580
61013.42335648	177.2979376	1.5905757	1.884562	1.876574
61013.42405093	177.2972679	1.5907912	1.884579	1.876567
61013.42474537	177.2965982	1.5910066	1.884597	1.876561
61013.42543982	177.2959286	1.5912221	1.884614	1.876555
61013.42613426	177.2952589	1.5914375	1.884632	1.876549
61013.42682870	177.2945893	1.5916528	1.884649	1.876542
61013.42752315	177.2939197	1.5918681	1.884667	1.876536
61013.42821759	177.2932501	1.5920834	1.884684	1.876530
61013.42891204	177.2925805	1.5922986	1.884701	1.876524
61013.42960648	177.2919110	1.5925138	1.884719	1.876517
61013.43030093	177.2912414	1.5927290	1.884736	1.876511
61013.43099537	177.2905719	1.5929441	1.884754	1.876505
61013.43168982	177.2899024	1.5931592	1.884771	1.876499
61013.43238426	177.2892329	1.5933742	1.884788	1.876492
61013.43307870	177.2885634	1.5935892	1.884806	1.876486
61013.43377315	177.2878940	1.5938042	1.884823	1.876480
61013.43446759	177.2872245	1.5940191	1.884841	1.876474
61013.43516204	177.2865551	1.5942340	1.884858	1.876467
61013.43585648	177.2858857	1.5944489	1.884875	1.876461
61013.43655093	177.2852164	1.5946637	1.884893	1.876455
61013.43724537	177.2845470	1.5948785	1.884910	1.876449
61013.43793982	177.2838776	1.5950932	1.884928	1.876442
61013.43863426	177.2832083	1.5953079	1.884945	1.876436
61013.43932870	177.2825390	1.5955225	1.884963	1.876430
61013.44002315	177.2818697	1.5957372	1.884980	1.876424
61013.44071759	177.2812005	1.5959518	1.884997	1.876417
61013.44141204	177.2805312	1.5961663	1.885015	1.876411
61013.44210648	177.2798620	1.5963808	1.885032	1.876405
61013.44280093	177.2791928	1.5965953	1.885050	1.876399
61013.44349537	177.2785236	1.5968097	1.885067	1.876392
61013.44418981	177.2778544	1.5970241	1.885084	1.876386
61013.44488426	177.2771853	1.5972384	1.885102	1.876380
61013.44557870	177.2765162	1.5974527	1.885119	1.876374
61013.44627315	177.2758470	1.5976670	1.885137	1.876367
61013.44696759	177.2751780	1.5978812	1.885154	1.876361
61013.44766204	177.2745089	1.5980954	1.885171	1.876355
61013.44835648	177.2738398	1.5983096	1.885189	1.876349
61013.44905093	177.2731708	1.5985237	1.885206	1.876343
61013.44974537	177.2725018	1.5987378	1.885224	1.876336
61013.45043981	177.2718328	1.5989518	1.885241	1.876330
61013.45113426	177.2711638	1.5991658	1.885259	1.876324
61013.45182870	177.2704949	1.5993798	1.885276	1.876318
61013.45252315	177.2698260	1.5995937	1.885293	1.876311
61013.45321759	177.2691571	1.5998076	1.885311	1.876305
61013.45391204	177.2684882	1.6000214	1.885328	1.876299
61013.45460648	177.2678193	1.6002352	1.885346	1.876293
61013.45530093	177.2671505	1.6004490	1.885363	1.876286
61013.45599537	177.2664817	1.6006627	1.885380	1.876280
61013.45668982	177.2658129	1.6008764	1.885398	1.876274
61013.45738426	177.2651441	1.6010900	1.885415	1.876268
61013.45807870	177.2644753	1.6013036	1.885433	1.876261
61013.45877315	177.2638066	1.6015172	1.885450	1.876255
61013.45946759	177.2631379	1.6017307	1.885468	1.876249
61013.46016204	177.2624692	1.6019442	1.885485	1.876243
61013.46085648	177.2618005	1.6021576	1.885502	1.876237
61013.46155093	177.2611319	1.6023710	1.885520	1.876230
61013.46224537	177.2604633	1.6025844	1.885537	1.876224
61013.46293982	177.2597947	1.6027977	1.885555	1.876218
61013.46363426	177.2591261	1.6030110	1.885572	1.876212
61013.46432870	177.2584575	1.6032242	1.885589	1.876205
61013.46502315	177.2577890	1.6034374	1.885607	1.876199
61013.46571759	177.2571205	1.6036506	1.885624	1.876193
61013.46641204	177.2564520	1.6038637	1.885642	1.876187
61013.46710648	177.2557835	1.6040768	1.885659	1.876180
61013.46780093	177.2551151	1.6042899	1.885677	1.876174
61013.46849537	177.2544467	1.6045029	1.885694	1.876168
61013.46918982	177.2537783	1.6047158	1.885711	1.876162
61013.46988426	177.2531099	1.6049288	1.885729	1.876156
61013.47057870	177.2524416	1.6051416	1.885746	1.876149
61013.47127315	177.2517733	1.6053545	1.885764	1.876143
61013.47196759	177.2511050	1.6055673	1.885781	1.876137
61013.47266204	177.2504367	1.6057801	1.885798	1.876131
61013.47335648	177.2497684	1.6059928	1.885816	1.876124
61013.47405093	177.2491002	1.6062055	1.885833	1.876118
61013.47474537	177.2484320	1.6064181	1.885851	1.876112
61013.47543981	177.2477638	1.6066307	1.885868	1.876106
61013.47613426	177.2470957	1.6068433	1.885886	1.876100
61013.47682870	177.2464276	1.6070558	1.885903	1.876093
61013.47752315	177.2457595	1.6072683	1.885920	1.876087
61013.47821759	177.2450914	1.6074807	1.885938	1.876081
61013.47891204	177.2444233	1.6076931	1.885955	1.876075
61013.47960648	177.2437553	1.6079055	1.885973	1.876069
61013.48030093	177.2430873	1.6081178	1.885990	1.876062
61013.48099537	177.2424193	1.6083301	1.886008	1.876056
61013.48168981	177.2417514	1.6085423	1.886025	1.876050
61013.48238426	177.2410835	1.6087545	1.886042	1.876044
61013.48307870	177.2404156	1.6089667	1.886060	1.876037
61013.48377315	177.2397477	1.6091788	1.886077	1.876031
61013.48446759	177.2390799	1.6093909	1.886095	1.876025
61013.48516204	177.2384121	1.6096029	1.886112	1.876019
61013.48585648	177.2377443	1.6098149	1.886130	1.876013
61013.48655093	177.2370765	1.6100269	1.886147	1.876006
61013.48724537	177.2364088	1.6102388	1.886164	1.876000
61013.48793982	177.2357411	1.6104506	1.886182	1.875994
61013.48863426	177.2350734	1.6106625	1.886199	1.875988
61013.48932870	177.2344057	1.6108743	1.886217	1.875982
61013.49002315	177.2337381	1.6110860	1.886234	1.875975
61013.49071759	177.2330705	1.6112977	1.886251	1.875969
61013.49141204	177.2324029	1.6115094	1.886269	1.875963
61013.49210648	177.2317354	1.6117210	1.886286	1.875957
61013.49280093	177.2310679	1.6119326	1.886304	1.875951
61013.49349537	177.2304004	1.6121441	1.886321	1.875944
61013.49418982	177.2297329	1.6123556	1.886339	1.875938
61013.49488426	177.2290655	1.6125671	1.886356	1.875932
61013.49557870	177.2283981	1.6127785	1.886373	1.875926
61013.49627315	177.2277307	1.6129899	1.886391	1.875919
61013.49696759	177.2270634	1.6132012	1.886408	1.875913
61013.49766204	177.2263960	1.6134125	1.886426	1.875907
61013.49835648	177.2257287	1.6136238	1.886443	1.875901
61013.49905093	177.2250615	1.6138350	1.886461	1.875895
61013.49974537	177.2243943	1.6140462	1.886478	1.875888
61013.50043982	177.2237271	1.6142573	1.886495	1.875882
61013.50113426	177.2230599	1.6144684	1.886513	1.875876
61013.50182870	177.2223927	1.6146794	1.886530	1.875870
61013.50252315	177.2217256	1.6148904	1.886548	1.875864
61013.50321759	177.2210585	1.6151014	1.886565	1.875857
61013.50391204	177.2203915	1.6153123	1.886583	1.875851
61013.50460648	177.2197245	1.6155232	1.886600	1.875845
61013.50530093	177.2190575	1.6157340	1.886617	1.875839
61013.50599537	177.2183905	1.6159448	1.886635	1.875833
61013.50668981	177.2177236	1.6161556	1.886652	1.875826
61013.50738426	177.2170567	1.6163663	1.886670	1.875820
61013.50807870	177.2163898	1.6165770	1.886687	1.875814
61013.50877315	177.2157230	1.6167876	1.886705	1.875808
61013.50946759	177.2150562	1.6169982	1.886722	1.875802
61013.51016204	177.2143894	1.6172088	1.886739	1.875795
61013.51085648	177.2137227	1.6174193	1.886757	1.875789
61013.51155093	177.2130560	1.6176297	1.886774	1.875783
61013.51224537	177.2123893	1.6178401	1.886792	1.875777
61013.51293981	177.2117226	1.6180505	1.886809	1.875771
61013.51363426	177.2110560	1.6182609	1.886827	1.875765
61013.51432870	177.2103894	1.6184712	1.886844	1.875758
61013.51502315	177.2097229	1.6186814	1.886861	1.875752
61013.51571759	177.2090564	1.6188916	1.886879	1.875746
61013.51641204	177.2083899	1.6191018	1.886896	1.875740
61013.51710648	177.2077234	1.6193119	1.886914	1.875734
61013.51780093	177.2070570	1.6195220	1.886931	1.875727
61013.51849537	177.2063906	1.6197320	1.886949	1.875721
61013.51918982	177.2057243	1.6199420	1.886966	1.875715
61013.51988426	177.2050579	1.6201520	1.886983	1.875709
61013.52057870	177.2043917	1.6203619	1.887001	1.875703
61013.52127315	177.2037254	1.6205718	1.887018	1.875696
61013.52196759	177.2030592	1.6207816	1.887036	1.875690
61013.52266204	177.2023930	1.6209914	1.887053	1.875684
61013.52335648	177.2017269	1.6212012	1.887071	1.875678
61013.52405093	177.2010607	1.6214109	1.887088	1.875672
